zip,city,state,name,price,rating,review_count,type,latitude,longitude
10012,New York,NY,La Lanterna Di Vittorio,$$,4.0,1370,Italian,40.73069,-74.00015
10012,New York,NY,Lupa,$$$,4.0,1425,Italian,40.7276,-74.000045
10012,New York,NY,Carroll Place,$$,4.0,910,Italian,40.7287,-73.99971
10012,New York,NY,Il Corallo Trattoria,$$,4.0,848,Italian,40.7262073,-74.0018919
10012,New York,NY,Song E Napule,$$,4.5,355,Italian,40.72813,-74.00188
10012,New York,NY,Carbone,$$$$,4.0,802,Italian,40.728,-74.0001497
10012,New York,NY,Senza Gluten,$$,4.0,474,Italian,40.7290911050589,-74.0003699151971
10012,New York,NY,Il Mulino New York - Downtown,$$$$,4.0,508,Italian,40.729807,-73.999159
10013,New York,NY,Locanda Verde,$$$,4.0,1508,Italian,40.7198601300801,-74.010039072422
10013,New York,NY,Pepe Rosso Social,$$,4.0,746,Italian,40.72007,-73.99618
10013,New York,NY,Aunt Jake's,$$,4.0,1017,Italian,40.7190315,-73.9977161
10013,New York,NY,Gelso & Grand,$$,4.5,647,Italian,40.7194089547259,-73.9973777877722
10013,New York,NY,Piacere,$$,4.0,643,Italian,40.7196979,-73.9951175
10013,New York,NY,Galli,$$,4.0,799,Italian,40.72161,-74.00127
10013,New York,NY,Saluggi's,$$,4.0,538,Italian,40.720104,-74.003578
10013,New York,NY,Benito One,$$,4.0,620,Italian,40.7199876084147,-73.9969271421432
10013,New York,NY,Da Gennaro,$$,4.0,741,Italian,40.71832,-73.99794
10014,New York,NY,L'Artusi,$$$,4.5,1615,Italian,40.733714,-74.005068
10014,New York,NY,Bleecker Street Pizza,$,4.0,1960,Italian,40.7320627016512,-74.0036552270137
10014,New York,NY,Kesté Pizza & Vino,$$,4.0,1309,Italian,40.73154,-74.00293
10014,New York,NY,Olio e Piú,$$,4.0,1541,Italian,40.733826,-73.999852
10014,New York,NY,Malatesta Trattoria,$$,4.0,1160,Italian,40.73285,-74.00847
10014,New York,NY,Faicco's Italian Specialties,$$,4.5,446,Italian,40.73113,-74.00306
10014,New York,NY,Palma,$$$,4.0,636,Italian,40.73115,-74.00233
10014,New York,NY,Extra Virgin,$$,3.5,1191,Italian,40.7353962496717,-74.0031888223197
10014,New York,NY,Baker & Co,$$,4.0,570,Italian,40.7313423,-74.0028996
10016,New York,NY,Scarpetta,$$$,4.0,1751,Italian,40.744509,-73.9856
10016,New York,NY,Marta,$$$,4.0,758,Italian,40.7445212750732,-73.9845828515206
10016,New York,NY,Bistango,$$,4.0,647,Italian,40.7425771,-73.9800892
10017,New York,NY,Allora Ristorante,$$$,4.5,331,Italian,40.75433,-73.97277
10017,New York,NY,DiSO's Italian Sandwich Society,$$,4.5,216,Italian,40.7527323302057,-73.9705090608521
10018,New York,NY,Sergimmo Salumeria,$$,4.5,633,Italian,40.754296,-73.995498
10018,New York,NY,Non Solo Piada,$,4.5,260,Italian,40.75414,-73.99245
10018,New York,NY,Ai Fiori,$$$$,4.0,1152,Italian,40.7500752,-73.9837835
10018,New York,NY,Tavola,$$,4.0,778,Italian,40.755403,-73.994516
10018,New York,NY,Mercato,$$,4.0,764,Italian,40.75619,-73.9937
10019,New York,NY,Marea,$$$$,4.0,1837,Italian,40.7674213694566,-73.9810554368179
10019,New York,NY,B Side Pizza & Wine Bar,$$,4.5,957,Italian,40.76394,-73.9883399
10019,New York,NY,Don Antonio,$$,4.0,1260,Italian,40.762711,-73.986708
10019,New York,NY,Briciola,$$,4.0,735,Italian,40.7637997047278,-73.9880919456482
10019,New York,NY,Basso56,$$$,4.5,566,Italian,40.7655,-73.98267
10019,New York,NY,Trattoria Dell'Arte,$$$,4.0,889,Italian,40.765295646702,-73.98046281606
10019,New York,NY,Merilu Pizza Al Metro,$,4.0,474,Italian,40.76527,-73.98805
10019,New York,NY,Masseria Dei Vini,$$$,4.0,396,Italian,40.7684,-73.98558
10019,New York,NY,Patsy's Italian Restaurant,$$$,4.0,756,Italian,40.76553,-73.98274
10019,New York,NY,PizzArte,$$,4.0,953,Italian,40.7629335072372,-73.9776668697596
10019,New York,NY,Quality Italian,$$$,4.0,923,Italian,40.7644044527436,-73.9767805051616
10021,New York,NY,Via Quadronno,$$,4.0,478,Italian,40.77277,-73.96514
10021,New York,NY,Bigoi Venezia,$,4.5,163,Italian,40.770036,-73.9577755
10022,New York,NY,My Pie Pizzeria Romana,$,4.5,613,Italian,40.7608512,-73.9694809
10022,New York,NY,Sofia Wine Bar,$$,4.0,596,Italian,40.75502,-73.96913
10022,New York,NY,Pizza By Certé,$,4.0,387,Italian,40.7603726135173,-73.9701185417372
10022,New York,NY,Felidia,$$$$,4.0,494,Italian,40.76036,-73.96512
10023,New York,NY,Lincoln Ristorante,$$$$,4.0,525,Italian,40.773359006218,-73.9835011005249
10023,New York,NY,Salumeria Rosi,$$$,4.0,432,Italian,40.77932,-73.9809
10024,New York,NY,Carmine's Italian Restaurant - Upper West Side,$$,4.0,1187,Italian,40.791077,-73.973763
10024,New York,NY,Osteria Cotta,$$,4.0,732,Italian,40.78554,-73.97263
10024,New York,NY,Celeste,$$,3.5,850,Italian,40.78666,-73.97599
10024,New York,NY,Pizzeria Sirenetta,$$,4.0,239,Italian,40.78881,-73.97459
10025,New York,NY,Arco Cafe,$$,4.0,233,Italian,40.7988462,-73.967065
10025,New York,NY,Little Italy Pizza,$,4.0,234,Italian,40.7918751922647,-73.9735541478506
10025,New York,NY,Buchetta Brick Oven Pizza,$$,4.0,201,Italian,40.7987564,-73.9673846
10025,New York,NY,Sal & Carmine's Pizza,$,3.5,318,Italian,40.7983115,-73.9694405
10026,New York,NY,Lido,$$,4.0,873,Italian,40.8049797781916,-73.9548260014624
10026,New York,NY,VINATERÍA,$$,4.0,373,Italian,40.8064392068585,-73.9540110111145
10027,New York,NY,Pisticci,$$,4.0,771,Italian,40.8141624,-73.960288
10027,New York,NY,Sottocasa Pizzeria - Harlem,$$,4.5,198,Italian,40.805587,-73.947547
10027,New York,NY,Babbalucci,$$,4.0,322,Italian,40.80894,-73.94496
10027,New York,NY,Max Soha,$$,4.0,386,Italian,40.811302,-73.958183
10028,New York,NY,Grazie,$$,4.0,355,Italian,40.77948,-73.9601
10029,New York,NY,D'Amore Winebar & Ristorante,$$,4.5,202,Italian,40.7986510380525,-73.9424410834908
10029,New York,NY,Rao's,$$$$,4.5,134,Italian,40.79392,-73.93427
10029,New York,NY,Da Capo,$$,4.5,172,Italian,40.7877696714384,-73.9538384601474
10029,New York,NY,Nocciola Ristorante,$$,4.0,196,Italian,40.7973406168505,-73.9382923766971
10031,New York,NY,Bono Trattoria,$$,4.0,255,Italian,40.8301996389829,-73.9473449424522
10031,New York,NY,Anchor Wine Bar,$$,4.0,248,Italian,40.8253616094589,-73.9510338753462
10031,New York,NY,Fumo Pizza-Bar-Pasta,$$,4.0,289,Italian,40.821442,-73.9506357
10032,New York,NY,Antika Restaurant & Pizzeria,$$,3.5,313,Italian,40.838606,-73.941041
10033,New York,NY,Saggio,$$,4.0,550,Italian,40.8514099281625,-73.9395604556239
10034,New York,NY,Anchor Heights,$$,4.0,138,Italian,40.86666,-73.92037
10034,New York,NY,Grandpa's Brick Oven Pizza,$,3.5,166,Italian,40.8683177,-73.9195183
10035,New York,NY,Patsy's Pizzeria,$$,4.0,745,Italian,40.79713,-73.93481
10036,New York,NY,Carmine's Italian Restaurant - Times Square,$$,4.0,3214,Italian,40.75749,-73.98662
10036,New York,NY,Tony's Di Napoli,$$,4.0,1831,Italian,40.75641,-73.98547
10036,New York,NY,Trattoria Trecolori,$$,4.0,1951,Italian,40.75998,-73.98671
10036,New York,NY,Becco,$$$,3.5,2594,Italian,40.76083,-73.98981
10036,New York,NY,Patzeria Family & Friends,$$,4.5,896,Italian,40.7615,-73.98754
10036,New York,NY,Nino's 46,$$,4.0,1031,Italian,40.7569159,-73.980516
10036,New York,NY,B Squared,$$,4.5,349,Italian,40.7615509,-73.9906616
10036,New York,NY,La Masseria,$$$,4.0,532,Italian,40.760868632784,-73.986348802868
10038,New York,NY,Pisillo Italian Panini,$$,4.5,505,Italian,40.710558,-74.007594
10038,New York,NY,Da Claudio,$$,4.5,371,Italian,40.71087,-74.00753
10065,New York,NY,Tony's Di Napoli,$$,4.0,578,Italian,40.76435,-73.96408
10075,New York,NY,Uva,$$,4.0,2121,Italian,40.7722,-73.95566
10075,New York,NY,The Meatball Shop,$$,3.5,631,Italian,40.771569,-73.9559804
10128,New York,NY,Nick's Pizza,$$,4.0,483,Italian,40.78272,-73.94781
10128,New York,NY,1742 Wine Bar,$$,3.5,791,Italian,40.780723,-73.949302
10128,New York,NY,Pinocchio Restaurant,$$$,4.0,197,Italian,40.77965,-73.94695
10001,New York,NY,KazuNori  | The Original Hand Roll Bar,$$,4.5,615,Japanese,40.74519,-73.98824
10002,New York,NY,Zest Sushi,$$,4.0,748,Japanese,40.7178344726563,-73.9899597167969
10002,New York,NY,Cocoron,$$,4.0,935,Japanese,40.72031,-73.99305
10002,New York,NY,Yaya Tea Garden,$,4.0,450,Japanese,40.7162999,-73.99496
10002,New York,NY,SakaMai,$$$,4.0,570,Japanese,40.7209536656701,-73.9881407239426
10003,New York,NY,Cha-An,$$,4.0,1634,Japanese,40.72947,-73.98813
10003,New York,NY,Gyu-Kaku Japanese BBQ,$$$,4.0,1578,Japanese,40.72822,-73.99142
10003,New York,NY,Raku,$$,4.5,797,Japanese,40.7264988089246,-73.9866526052356
10003,New York,NY,Tsurutontan Udon Noodle Brasserie,$$,4.0,1445,Japanese,40.73678,-73.9910699
10003,New York,NY,Soba-ya,$$,4.0,1379,Japanese,40.7296485900879,-73.9878845214844
10003,New York,NY,Kenka,$$,3.5,1472,Japanese,40.72913,-73.988465
10003,New York,NY,Sake Bar Decibel,$$,4.0,922,Japanese,40.729263,-73.987792
10003,New York,NY,Ise Restaurant,$$,4.5,332,Japanese,40.7291024,-73.9900618
10003,New York,NY,Curry-Ya,$$,4.0,685,Japanese,40.72922,-73.98604
10003,New York,NY,Benemon,$$,4.5,445,Japanese,40.72551,-73.98838
10003,New York,NY,Ikinari Steak East Village,$$,4.0,686,Japanese,40.73088,-73.98968
10003,New York,NY,Hi-Collar,$$,4.0,453,Japanese,40.7293077268171,-73.9859368048935
10007,New York,NY,Takahachi Bakery,$$,4.0,799,Japanese,40.71393,-74.00822
10009,New York,NY,Kura,$$$$,4.5,414,Japanese,40.726709,-73.9835794
10009,New York,NY,Kyo Ya,$$$$,4.5,437,Japanese,40.7267,-73.9853399
10011,New York,NY,Morimoto,$$$$,4.0,2877,Japanese,40.74332,-74.00713
10011,New York,NY,Ootoya Chelsea,$$,4.0,1243,Japanese,40.738767,-73.992778
10011,New York,NY,Asuka Sushi,$$,4.0,817,Japanese,40.74529,-73.99888
10011,New York,NY,Momoya,$$$,4.0,534,Japanese,40.7426255196333,-73.9966481924057
10012,New York,NY,Bohemian Restaurant,$$$,4.5,695,Japanese,40.72639,-73.99236
10012,New York,NY,Domodomo,$$$,4.5,742,Japanese,40.72803,-74.00167
10012,New York,NY,Blue Ribbon Sushi,$$$,4.0,1034,Japanese,40.72612,-74.0025299
10012,New York,NY,BondSt,$$$,4.0,904,Japanese,40.726934,-73.994404
10013,New York,NY,Chikarashi,$$,4.0,456,Japanese,40.71787,-73.99948
10013,New York,NY,Ninja New York,$$$,3.5,1607,Japanese,40.71673,-74.0093
10013,New York,NY,Sushi Azabu,$$$$,4.0,409,Japanese,40.7222930324682,-74.0098838048935
10014,New York,NY,Sushi Nakazawa,$$$$,4.5,1207,Japanese,40.7317465228689,-74.0045493828034
10014,New York,NY,Takashi,$$$,4.0,918,Japanese,40.7313524,-74.0065048
10014,New York,NY,EN Japanese Brasserie,$$$,4.0,1193,Japanese,40.7306,-74.00698
10014,New York,NY,Hakata Tonton,$$,4.0,949,Japanese,40.73333,-74.00331
10017,New York,NY,Sushi Yasuda,$$$$,4.0,2016,Japanese,40.75113,-73.97347
10017,New York,NY,Sakagura,$$$,4.0,1685,Japanese,40.7516467024541,-73.9729489318165
10017,New York,NY,Hatsuhana Sushi Restaurant,$$$,4.0,1151,Japanese,40.75703,-73.97692
10017,New York,NY,Café Zaiya,$,4.0,1130,Japanese,40.7523,-73.98043
10017,New York,NY,Katsu-Hama,$$,4.0,1129,Japanese,40.75638,-73.97759
10017,New York,NY,Soba Totto,$$,4.0,807,Japanese,40.75122,-73.97317
10017,New York,NY,Udon West Midtown,$$,4.0,916,Japanese,40.7535446865563,-73.9735724478504
10018,New York,NY,Chef's Table at Brooklyn Fare,$$$$,4.5,461,Japanese,40.7561930774282,-73.9966090932068
10019,New York,NY,Yakitori Totto,$$$,4.0,1224,Japanese,40.765375,-73.983114
10019,New York,NY,Blue Ribbon Sushi Bar & Grill - New York,$$$,4.0,703,Japanese,40.7674948014194,-73.9831978922043
10019,New York,NY,Natsumi,$$$,4.0,749,Japanese,40.76174,-73.98503
10019,New York,NY,Nobu Fifty Seven,$$$$,4.0,1069,Japanese,40.7636210840864,-73.9765048613641
10021,New York,NY,Tanoshi Sushi Sake Bar,$$$$,4.5,563,Japanese,40.767568,-73.952815
10021,New York,NY,Sushi Seki,$$$,4.0,446,Japanese,40.761982,-73.960617
10022,New York,NY,Gyu-Kaku Japanese BBQ,$$$,4.0,1069,Japanese,40.75537,-73.97054
10022,New York,NY,Tomi Jazz,$$,4.0,342,Japanese,40.75725,-73.96774
10023,New York,NY,Sushi Yasaka,$$,4.0,1595,Japanese,40.779583,-73.983482
10023,New York,NY,Sushi Kaito,$$$$,4.5,128,Japanese,40.77916,-73.98367
10024,New York,NY,Momoya,$$$,4.0,395,Japanese,40.784043,-73.977391
10027,New York,NY,Sushi Inoue,$$$$,4.0,104,Japanese,40.8104436,-73.943642
10027,New York,NY,Yuzu,$$,4.0,176,Japanese,40.8093070983887,-73.9438552856445
10028,New York,NY,Poke,$$,4.0,435,Japanese,40.7766,-73.95057
10028,New York,NY,Amura Japanese,$$,4.0,272,Japanese,40.775001,-73.9542
10028,New York,NY,Kobeyaki,$$,4.0,183,Japanese,40.77861,-73.9530599
10031,New York,NY,Geisha Sushi,$$,4.0,332,Japanese,40.8241613,-73.9519775
10033,New York,NY,Sushi Yu 2,$$,3.5,225,Japanese,40.8513870239258,-73.9398880004883
10034,New York,NY,Mama Sushi,$$,3.0,614,Japanese,40.8661259,-73.9277212
10036,New York,NY,Gyu-Kaku Japanese BBQ,$$,4.0,1089,Japanese,40.75908,-73.98989
10036,New York,NY,Sushi by Bou,$$$,4.5,292,Japanese,40.75851,-73.98322
10036,New York,NY,Ootoya Times Square,$$,4.0,781,Japanese,40.75487,-73.98599
10036,New York,NY,Sushi of Gari 46,$$$$,4.0,635,Japanese,40.76072,-73.98957
10038,New York,NY,Suteishi,$$$,4.0,433,Japanese,40.70788,-74.00194
10075,New York,NY,Sushi Of Gari,$$$$,4.0,593,Japanese,40.77137,-73.95275
10128,New York,NY,New Ichiro Restaurant,$$,4.0,425,Japanese,40.7788709,-73.9508071
10001,New York,NY,Woorijip Authentic Korean Food,$,4.0,2481,Korean,40.74747,-73.98648
10001,New York,NY,Barn Joo 35,$$,4.5,1276,Korean,40.74964,-73.98582
10001,New York,NY,Jongro BBQ,$$,4.0,1439,Korean,40.7475339,-73.9869275
10001,New York,NY,BCD Tofu House,$$,4.0,1774,Korean,40.747503631444,-73.9862447208321
10001,New York,NY,Turntable Chicken Jazz,$$,4.0,1827,Korean,40.74828,-73.98649
10001,New York,NY,Five Senses,$$,4.0,1148,Korean,40.747573158626,-73.9863122632311
10001,New York,NY,Cho Dang Gol Korean Restaurant,$$,4.0,940,Korean,40.7502365112305,-73.986198425293
10001,New York,NY,Pocha 32,$$,3.5,1376,Korean,40.747524574399,-73.9862626791
10001,New York,NY,Miss KOREA BBQ,$$,3.5,1543,Korean,40.747452,-73.986336
10001,New York,NY,New Wonjo Restaurant,$$,3.5,1190,Korean,40.74788,-73.98665
10001,New York,NY,Gaonnuri,$$$,3.5,718,Korean,40.74757,-73.98802
10002,New York,NY,To Two Boonsik,$$,4.0,115,Korean,40.7155194,-73.9939288
10003,New York,NY,Barn Joo,$$,4.0,1352,Korean,40.73684,-73.99069
10003,New York,NY,Boka,$$,3.5,1423,Korean,40.729519,-73.989104
10003,New York,NY,Oiji,$$$,4.5,448,Korean,40.72727,-73.98585
10003,New York,NY,K'OOK,$$,4.0,379,Korean,40.7267,-73.98746
10003,New York,NY,Mono Mono,$$,4.0,349,Korean,40.72549,-73.98803
10007,New York,NY,GunBae,$$$,4.0,210,Korean,40.714683,-74.010223
10009,New York,NY,Thursday Kitchen,$$,4.5,1076,Korean,40.7275,-73.9838
10009,New York,NY,Fat Buddha,$$,3.5,599,Korean,40.7298105,-73.9805949
10009,New York,NY,Gomi Korean Wine Bar,$$,4.5,103,Korean,40.72886,-73.9813
10010,New York,NY,Cote,$$$,4.0,566,Korean,40.7412996949476,-73.9912893251312
10011,New York,NY,mokbar,$$,3.5,526,Korean,40.74222,-74.00466
10013,New York,NY,Jungsik,$$$$,4.5,512,Korean,40.7185910158738,-74.0088844299316
10013,New York,NY, Tofu Tofu,$$,4.5,238,Korean,40.7176299520983,-73.9954301342368
10014,New York,NY,Takashi,$$$,4.0,918,Korean,40.7313524,-74.0065048
10014,New York,NY,JeJu Noodle Bar,$$,4.5,277,Korean,40.73304,-74.00734
10016,New York,NY,Her Name Is Han,$$,4.0,965,Korean,40.74626,-73.98473
10016,New York,NY,Hangawi,$$$,4.0,1057,Korean,40.746737,-73.984662
10016,New York,NY,Kang Ho Dong Baekjeong,$$$,4.0,1073,Korean,40.747173576622,-73.9852144232788
10016,New York,NY,Dons Bogam BBQ & Wine Bar,$$$,4.0,936,Korean,40.74678,-73.98437
10016,New York,NY,Franchia Vegan Cafe,$$,4.0,829,Korean,40.7474712051298,-73.9812423408763
10016,New York,NY,Take31,$$,4.0,487,Korean,40.7463,-73.984809
10016,New York,NY,Soju Haus,$$,4.0,484,Korean,40.7468603,-73.9851724
10016,New York,NY,Cup & Cup,$,4.0,320,Korean,40.74629,-73.9848
10016,New York,NY,Atoboy,$$$,4.5,253,Korean,40.74364,-73.98456
10016,New York,NY,Bonchon - NYC 5th Ave,$$,3.5,979,Korean,40.747436,-73.985027
10018,New York,NY,Bonchon - NYC 38th St,$$,3.5,977,Korean,40.7537928,-73.9891703
10019,New York,NY,Danji,$$$,4.0,914,Korean,40.764,-73.98686
10019,New York,NY,Korilla BBQ,$,4.0,494,Korean,40.7647655944894,-73.9822647110451
10019,New York,NY,Bann Restaurant,$$$,3.5,590,Korean,40.7628273031386,-73.9878592313522
10025,New York,NY,Koko Wings,$$,3.5,272,Korean,40.80096,-73.96734
10025,New York,NY,Mokja,$$,4.0,123,Korean,40.797744938993,-73.9678908884525
10028,New York,NY,Mokja,$$,4.0,110,Korean,40.7774361,-73.9492703
10032,New York,NY,GoGo-Gi,$$,4.0,160,Korean,40.83794,-73.94171
10036,New York,NY,Red Poke,$$,4.5,461,Korean,40.7588993,-73.991915
10036,New York,NY,Hell's Chicken,$$,4.0,298,Korean,40.7618612989506,-73.9940421852417
10128,New York,NY,Maroo,$$,4.0,120,Korean,40.7824759,-73.9513328
10002,New York,NY,Kopitiam,$,4.0,398,Malaysian,40.71387,-73.99091
10002,New York,NY,Perfect Taste,$$,5.0,18,Malaysian,40.71508,-73.99157
10003,New York,NY,LoveMama,$$,4.0,3881,Malaysian,40.7303859,-73.9860613
10003,New York,NY,Laut,$$,3.5,1074,Malaysian,40.73763,-73.99105
10003,New York,NY,Bali Kitchen,$$,4.5,95,Malaysian,40.725371,-73.987617
10003,New York,NY,Malaysian Kitchen Food Truck,$,3.0,4,Malaysian,40.7364944535093,-73.9911496639252
10011,New York,NY,Rasa,$$,4.0,588,Malaysian,40.7327654,-73.9975674
10013,New York,NY,Nyonya,$$,4.0,1907,Malaysian,40.7190148,-73.9968228
10013,New York,NY,Wok Wok,$$,4.0,668,Malaysian,40.71406,-73.99883
10013,New York,NY,New Malaysia,$$,3.5,651,Malaysian,40.7158109,-73.9964924
10013,New York,NY,Aux Epices,$$,4.0,287,Malaysian,40.7181073647053,-73.9991025383579
10013,New York,NY,Asian Spicy Curry Pop-up,$,4.5,125,Malaysian,40.715031,-73.99931
10013,New York,NY,Sanuria,$,3.5,217,Malaysian,40.7147,-73.9980099
10013,New York,NY,Jaya 888,$$,3.0,274,Malaysian,40.7169062,-73.9998838
10013,New York,NY,Let's Makan,$,4.0,49,Malaysian,40.7155537443928,-73.9980341973023
10024,New York,NY,Malaysia Grill,$$,4.0,261,Malaysian,40.79948,-73.96775
10002,New York,NY,Jajaja,$$,4.5,556,Mexican,40.7141530317142,-73.9904247969389
10002,New York,NY,La Contenta,$$,4.5,653,Mexican,40.71873,-73.98691
10002,New York,NY,Barrio Chino,$$,4.0,1060,Mexican,40.718022,-73.990026
10003,New York,NY,Miscelanea NY,$,5.0,305,Mexican,40.72686,-73.99075
10003,New York,NY,Dos Toros Taqueria,$,4.0,1292,Mexican,40.7336815475083,-73.9897049423153
10003,New York,NY,Taqueria Diana,$,4.0,681,Mexican,40.7284337609976,-73.9879844318771
10003,New York,NY,Mayahuel Mariposa,$$,4.0,583,Mexican,40.72711,-73.98817
10003,New York,NY,DORADO Tacos & Quesadillas,$,4.0,580,Mexican,40.73396,-73.99312
10003,New York,NY,Rosie's,$$,4.0,590,Mexican,40.72492,-73.99079
10003,New York,NY,Taqueria St. Marks Place,$$,4.0,370,Mexican,40.7278587780221,-73.9856138085992
10003,New York,NY,The Black Ant,$$,4.0,467,Mexican,40.72578,-73.98952
10003,New York,NY,Rosa Mexicano,$$$,3.5,1374,Mexican,40.7382,-73.99083
10003,New York,NY,La Palapa,$$,3.5,644,Mexican,40.727969,-73.985604
10004,New York,NY,Mad Dog & Beans Mexican Cantina,$$,3.5,786,Mexican,40.704168,-74.010261
10009,New York,NY,Fonda East Village,$$,4.0,682,Mexican,40.722852,-73.98286
